Time, Angle (rad)
840,1.295097
841,1.579597
842,1.453688
843,1.411171
844,1.768192
845,-0.276359
846,-0.385196
847,-0.459046
848,-0.302885
849,-0.873640
850,-1.910089
851,-1.754938
852,-2.231839
853,-2.587285
854,-0.821097
855,-0.124355
856,0.038714
857,0.431410
858,-1.856848
859,-3.129957
860,-3.087101
861,-3.125893
862,2.957268
863,3.031912
864,-2.739722
865,-2.840662
866,-2.750986
867,-2.350878
868,-2.622284
869,2.462179
870,-2.855134
871,-2.727086
872,2.729182
873,1.892547
874,2.723368
875,1.736147
876,1.495573
877,0.278300
878,0.174008
879,0.119553
880,-0.283794
881,-0.198378
882,0.706234
883,-2.584761
884,2.199593
885,2.235326
886,2.135946
887,2.588298
888,3.111299
889,-2.188182
890,-2.306179
891,-1.789116
892,-2.853537
893,1.901094
894,1.953484
895,2.497248
896,1.664448
897,-0.145519
898,0.167803
899,-0.137066
900,0.271529
901,2.069900
902,2.608324
903,3.095589
904,3.019750
905,3.008783
906,-2.394023
907,-1.642154
908,-1.911336
909,-2.034444
910,-2.407916
911,2.731325
912,3.130784
913,-2.188204
914,-0.892019
915,0.002925
916,-0.982794
917,-1.649101
918,0.643501
919,-2.321725
920,-2.204442
921,-2.124091
922,-2.067219
923,-1.558266
924,-1.388146
925,-0.966057
926,0.367393
927,0.175779
928,0.546387
929,0.533156
930,0.211907
931,-0.757914
932,-1.139420
933,-1.617778
934,-1.666772
935,-1.650765
936,-1.789465
937,-2.165207
938,0.565530
939,2.498426
940,2.677945
941,2.905047
942,-1.797092
943,2.444886
944,2.581299
945,1.292497
946,1.753327
947,2.150941
948,2.374237
949,1.647603
950,1.176005
951,0.116631
952,-0.116142
953,-0.101347
954,0.929008
955,1.226578
956,1.465174
957,2.050316
958,1.840645
959,1.158386
960,0.380506
961,0.495629
962,-0.142467
963,-0.143542
964,0.563316
965,-0.110657
966,1.173807
967,2.239239
968,2.546833
969,2.385659
970,1.941642
971,1.968424
972,1.321158
973,0.678704
974,2.091820
975,1.341997
976,1.258504
977,1.646910
978,2.452585
979,-2.101146
980,-2.143762
981,-2.494201
982,-2.105371
983,-1.762469
984,-3.017238
985,2.158799
986,1.982980
987,1.548073
988,0.837889
989,0.767779
990,0.911990
991,0.449219
992,0.438337
993,1.460305
994,1.877014
995,0.809784
996,-0.031677
997,-0.764993
998,-0.708626
999,-0.437322
1000,-0.808846
1001,0.588003
1002,1.593520
1003,1.586910
1004,1.781890
1005,1.570796
1006,1.163728
1007,0.578524
1008,1.269740
1009,1.381316
1010,0.700091
1011,1.802691
1012,2.767259
1013,-0.998729
1014,-1.818966
1015,-0.000000
1016,2.919249
1017,2.042963
1018,2.770543
1019,0.391813
1020,0.710459
1021,0.496314
1022,0.435353
1023,0.492490
1024,1.577262
1025,2.010143
1026,1.554879
1027,1.368994
1028,2.231682
1029,2.311962
1030,2.130593
1031,2.000489
1032,2.084137
1033,1.786620
1034,1.171830
1035,2.770859
1036,-1.735945
1037,-2.053310
1038,-2.019627
1039,3.016827
1040,0.165149
1041,1.208252
1042,1.386144
1043,1.569384
1044,1.648576
1045,1.827133
1046,2.028630
1047,1.961403
1048,2.517570
1049,1.355111
1050,1.020700
1051,0.496423
1052,0.428264
1053,0.444419
1054,0.356565
1055,0.439843
1056,1.943416
1057,1.589313
1058,1.928105
1059,1.832015
1060,1.928614
1061,1.896157
1062,2.140300
1063,1.783571
1064,0.503359
1065,-0.115759
1066,-0.317783
1067,-0.176368
1068,-0.420825
1069,0.237488
1070,0.785398
1071,1.310194
1072,2.250210
1073,1.916352
1074,2.140837
1075,1.129204
1076,1.361773
1077,0.651220
1078,0.713786
1079,0.411783
1080,0.107531
1081,0.387524
1082,1.006436
1083,0.796676
1084,1.013734
1085,1.287002
1086,1.194060
1087,0.949972
1088,0.726642
1089,1.314591
1090,1.110543
1091,1.370143
1092,1.450173
1093,1.513716
1094,-0.828849
1095,-1.238081
1096,0.160720
1097,0.072612
1098,1.058407
1099,1.170094
1100,1.188732
1101,1.625146
1102,2.061901
1103,2.574863
1104,3.050418
1105,-2.959651
1106,-2.244622
1107,-0.862170
1108,0.967097
1109,-2.233999
1110,-0.092900
1111,1.620755
1112,1.805888
1113,2.039318
1114,1.550799
1115,1.685673
1116,1.746032
1117,1.797009
1118,1.627877
1119,1.909120
1120,2.015216
1121,1.739499
1122,1.947199
1123,2.383215
1124,2.062822
1125,1.627877
1126,-2.350083
1127,-1.099807
1128,1.428899
1129,1.562050
1130,2.353279
1131,2.251318
1132,1.868771
1133,1.388628
1134,1.360470
1135,1.129139
1136,1.262850
1137,1.272322
1138,2.199593
1139,2.926683
1140,-0.591316
1141,-0.528074
1142,0.392570
1143,0.927791
1144,0.396441
1145,1.155304
1146,1.194835
1147,1.293007
1148,1.052592
1149,1.373401
1150,1.113461
1151,1.136126
1152,0.772835
1153,0.927295
1154,2.490858
1155,2.002369
1156,1.989021
1157,1.795507
1158,1.795507
1159,2.044626
1160,2.250894
1161,2.815876
1162,-2.966215
1163,2.214297
1164,2.645170
1165,2.250422
1166,1.824470
1167,1.274988
1168,1.807042
1169,1.572159
1170,2.126058
1171,2.176341
1172,2.574863
1173,2.681570
1174,1.819293
1175,1.438900
1176,1.942281
1177,1.482082
1178,1.638873
1179,2.101351
1180,1.742175
1181,1.349088
1182,1.235158
1183,1.346380
1184,1.179096
1185,1.382059
1186,1.634540
1187,2.351202
1188,2.260641
1189,2.060754
1190,2.060754
1191,3.141593
1192,1.395052
1193,1.161990
1194,1.263970
1195,1.081771
1196,1.502720
1197,2.106232
1198,1.926778
1199,2.025462
1200,2.128946
1201,2.726778
1202,1.503911
1203,1.672143
1204,1.633215
1205,1.584777
1206,1.685032
1207,1.920439
1208,2.455547
1209,2.511429
1210,2.751063
1211,3.097017
1212,2.963713
1213,-3.109346
1214,2.739272
1215,-3.101348
1216,2.472115
1217,2.151553
1218,2.441424
1219,-2.214297
1220,1.929567
1221,1.352770
1222,1.213936
1223,1.825979
1224,1.745469
1225,1.863983
1226,2.059916
1227,2.439336
1228,2.131960
1229,2.091724
1230,1.941688
1231,1.603203
1232,1.372661
1233,1.281293
1234,1.638543
1235,1.587744
1236,1.567734
1237,1.722782
1238,1.594601
1239,1.199985
1240,1.576169
1241,1.295863
1242,1.421248
1243,1.628425
1244,1.912043
1245,2.343872
1246,1.869142
1247,1.664273
1248,1.606495
1249,1.500478
1250,1.102607
1251,1.467213
1252,1.376316
1253,1.381597
1254,1.395098
1255,1.570796
1256,1.603043
1257,2.052679
1258,2.194819
1259,2.158536
1260,1.830611
1261,1.735292
1262,1.227877
1263,1.528269
1264,1.352661
1265,1.570796
1266,1.652817
1267,1.880499
1268,1.838413
1269,2.021920
1270,1.806715
1271,1.689068
1272,2.204783
1273,1.040581
1274,1.467523
1275,1.534314
1276,1.550450
1277,1.450797
1278,1.902970
1279,0.395801
1280,1.332726
1281,1.510400
1282,1.277977
1283,1.227772
1284,2.819842
1285,2.207305
1286,1.501323
1287,1.529154
1288,1.405648
1289,1.508341
1290,1.452704
1291,1.793855
1292,1.728149
1293,1.744468
1294,1.449237
1295,2.025516
1296,2.119821
1297,2.190850
1298,2.496543
1299,2.293776
1300,1.860899
1301,2.362868
1302,1.620917
1303,1.242640
1304,1.530754
1305,1.679950
1306,1.654058
1307,1.700903
1308,2.177913
1309,1.633138
1310,1.656384
1311,1.526050
