Time, Angle (rad)
1297,0.694738
1298,1.423898
1299,1.191666
1300,0.731577
1301,1.173761
1302,0.876058
1303,-1.012197
1304,0.342771
1305,0.502843
1306,0.633074
1307,1.297574
1308,1.322435
1309,1.393727
1310,1.881777
1311,1.885221
1312,1.201112
1313,1.001299
1314,0.930103
1315,0.847817
1316,0.600460
1317,1.489211
1318,1.916287
1319,2.121182
1320,2.158799
1321,2.150818
1322,2.236766
1323,2.173084
1324,1.923787
1325,1.770795
1326,1.801887
1327,1.461014
1328,1.443287
1329,1.368475
1330,1.653781
1331,1.732171
1332,1.737809
1333,1.553254
1334,1.668523
1335,0.551655
1336,0.642887
1337,2.416150
1338,-3.041924
1339,-2.410371
1340,2.912361
1341,1.032427
1342,1.233166
1343,1.562351
1344,1.522899
1345,1.644160
1346,2.048441
1347,1.301703
1348,1.916560
1349,0.839921
1350,1.073030
1351,0.816638
1352,0.608689
1353,1.139196
1354,1.370994
1355,1.147502
1356,1.806556
1357,1.537944
1358,0.881926
1359,0.962746
1360,1.249703
1361,0.899516
1362,0.868818
1363,1.191869
1364,1.424917
1365,1.418147
1366,2.187371
1367,-2.943162
1368,-2.995580
1369,2.956985
1370,3.021464
1371,2.970915
1372,1.727204
1373,0.809784
1374,0.788978
1375,0.917950
1376,0.808830
1377,1.137816
1378,1.974050
1379,2.845689
1380,2.200681
1381,0.773671
1382,0.643501
1383,-0.283794
1384,0.045312
1385,-0.000000
1386,-0.385513
1387,0.463648
1388,1.507675
1389,1.919079
1390,1.862253
1391,2.194819
1392,2.831128
1393,2.063649
1394,1.513134
1395,0.973620
1396,1.017184
1397,1.199087
1398,1.480136
1399,1.172363
1400,1.307425
1401,0.479214
1402,0.602287
1403,0.438163
1404,1.542233
1405,1.587744
1406,1.754969
1407,1.954346
1408,2.344746
1409,2.485897
1410,2.971650
1411,2.811968
1412,2.553590
1413,2.220873
1414,1.650839
1415,1.686556
1416,0.921813
1417,1.624798
1418,1.471779
1419,1.094145
1420,1.780794
1421,2.131919
1422,1.924359
1423,2.138472
1424,2.307729
1425,1.885554
1426,1.333658
1427,1.634286
1428,1.364472
1429,1.671956
1430,2.096166
1431,2.604682
1432,2.294394
1433,1.750273
1434,1.857895
1435,1.417025
1436,1.240627
1437,1.274232
1438,1.697836
1439,1.905274
1440,3.077166
1441,2.414230
1442,1.965634
1443,1.406022
1444,0.993604
1445,0.878462
1446,1.077139
1447,2.836790
1448,-2.224879
1449,-2.219792
1450,-2.942486
1451,-1.659945
1452,-0.449760
1453,0.315918
1454,0.739975
1455,0.927295
1456,1.450173
1457,2.042574
1458,1.927919
1459,1.921179
1460,2.089706
1461,1.475845
1462,0.815913
1463,0.497429
1464,0.115589
1465,0.133722
1466,-0.787567
1467,2.336255
1468,2.531564
1469,2.385899
1470,2.195432
1471,2.073407
1472,1.817263
1473,1.777120
1474,1.977086
1475,2.168180
1476,1.808632
1477,1.856848
1478,1.915548
1479,2.508844
1480,1.791625
1481,2.085457
1482,1.768799
1483,1.518213
1484,1.496857
1485,0.380506
1486,0.548716
1487,1.881074
1488,-3.117421
1489,3.034857
1490,-2.543031
1491,2.132718
1492,1.786106
1493,1.442902
1494,0.977794
1495,1.220482
1496,1.895235
1497,3.064259
1498,2.420528
1499,2.592218
1500,2.625257
1501,1.837586
1502,1.487655
1503,1.393751
1504,1.196222
1505,1.383790
1506,1.620755
1507,1.524688
1508,1.730348
1509,1.856577
1510,2.108104
1511,2.377452
1512,2.735174
1513,2.487039
1514,2.380075
1515,2.012589
1516,1.846602
1517,1.318242
1518,0.406489
1519,0.058756
1520,-0.357442
1521,0.519146
1522,0.494667
1523,0.758378
1524,0.601599
1525,2.803020
1526,2.356194
1527,1.943784
1528,2.660705
1529,1.746736
1530,1.662843
1531,1.958320
1532,1.898037
1533,1.931362
1534,1.815775
1535,2.040442
1536,2.354070
1537,2.179571
1538,1.995603
1539,2.239221
1540,2.492389
1541,2.300974
1542,2.352762
1543,2.735136
1544,2.899840
1545,2.347666
1546,1.951013
1547,2.249480
1548,1.693019
1549,1.549061
1550,2.498092
1551,2.969912
1552,-2.441412
1553,-2.425154
1554,-2.324559
1555,2.937595
1556,2.165344
1557,1.350562
1558,1.331881
1559,1.055247
1560,1.018335
1561,0.926243
1562,1.864131
1563,2.442933
1564,2.846924
1565,3.073516
1566,-2.521303
1567,3.094010
1568,2.655496
1569,2.227671
1570,1.772399
1571,2.555005
1572,1.681252
1573,-0.115702
1574,-0.068629
1575,-0.086862
1576,0.147568
1577,0.619542
1578,1.015303
1579,1.082774
1580,1.058407
1581,1.204541
1582,1.483656
1583,1.237552
1584,1.439969
1585,1.336422
1586,1.869627
1587,1.339141
1588,1.390943
1589,0.912908
1590,1.372796
1591,1.156869
1592,1.136126
1593,1.080640
1594,-0.839356
1595,-1.008988
1596,-0.896055
1597,0.398522
1598,0.025996
1599,1.212026
1600,1.352127
1601,1.565996
1602,1.450173
1603,1.420425
1604,1.396124
1605,1.309318
1606,1.255710
1607,1.367751
1608,1.768192
1609,2.055274
1610,2.293257
1611,2.895697
1612,2.736701
1613,-2.902361
1614,2.497673
1615,2.168821
1616,1.911057
1617,1.797038
1618,1.373401
1619,1.889800
1620,0.995333
1621,-0.291457
1622,0.359843
1623,0.930462
1624,1.492027
1625,1.659133
1626,0.804264
1627,0.643501
1628,0.311312
1629,0.160774
1630,0.856400
1631,1.903639
1632,2.061892
1633,1.867075
1634,1.713086
1635,1.622474
1636,1.283804
1637,0.847164
1638,0.558599
1639,-0.197396
1640,0.244979
1641,0.417963
1642,1.232473
1643,1.586232
1644,1.661456
1645,1.425984
1646,2.047043
1647,-0.981056
1648,-1.142848
1649,1.075164
