Time, x COM, y COM, COM
61,508.696970,509.646465,720.077861
62,508.868687,509.828283,720.327855
63,508.800000,509.970000,720.379651
64,508.727273,509.797980,720.206511
65,508.820000,509.890000,720.337146
66,508.676471,509.911765,720.251178
67,508.650000,510.210000,720.443660
68,508.590000,510.370000,720.514625
69,508.585859,510.404040,720.535815
70,508.650000,510.480000,720.634896
71,508.712871,510.653465,720.802155
72,508.780000,510.500000,720.740826
73,508.770000,510.560000,720.776267
74,508.831683,510.435644,720.731731
75,508.969697,510.606061,720.949861
76,509.166667,510.549020,721.048539
77,509.118812,510.544554,721.011586
78,508.980000,510.490000,720.874941
79,508.920000,510.470000,720.818415
80,508.898990,510.272727,720.663887
81,508.900000,510.270000,720.662669
82,508.900990,510.247525,720.647455
83,508.930000,510.260000,720.676774
84,508.900990,510.198020,720.612404
85,508.990099,510.257426,720.717394
86,508.858586,510.434343,720.749804
87,508.757576,510.333333,720.606954
88,508.888889,510.363636,720.721127
89,508.800000,510.230000,720.563733
90,508.970000,510.390000,720.797068
91,509.118812,510.445545,720.941481
92,509.040000,510.460000,720.896063
93,509.020202,510.353535,720.806699
94,509.030000,510.220000,720.719078
95,509.030928,510.175258,720.688059
96,509.170000,510.400000,720.945386
97,509.089109,510.405941,720.892464
98,508.980000,510.730000,721.044918
99,509.120000,510.770000,721.172079
100,509.120000,510.860000,721.235824
101,509.101010,510.838384,721.207108
102,509.080808,510.818182,721.178538
103,509.101010,511.101010,721.393153
104,509.040000,511.110000,721.356468
105,509.080000,511.140000,721.405951
106,509.198020,511.089109,721.453187
107,509.161616,511.151515,721.471706
108,509.130000,510.990000,721.334969
109,509.108911,511.000000,721.327168
110,509.070000,510.950000,721.264284
111,509.190000,510.810000,721.249826
112,509.232323,510.969697,721.392813
113,509.110000,510.790000,721.179185
114,509.080000,510.750000,721.129676
115,508.950000,510.800000,721.073327
116,508.795918,510.520408,720.766518
117,508.890000,510.510000,720.825563
118,508.950495,510.405941,720.794583
119,508.861386,510.376238,720.710631
120,508.870000,510.570000,720.853939
121,508.950495,510.445545,720.822628
122,508.890000,510.740000,720.988474
123,508.858586,510.858586,721.050314
124,508.959596,510.868687,721.128758
125,508.960000,510.910000,721.158311
126,508.990000,510.910000,721.179484
127,509.051020,510.571429,720.982749
128,509.110000,510.370000,720.881772
129,509.160000,510.470000,720.987882
130,509.160000,510.390000,720.931243
131,509.323232,510.575758,721.178036
132,509.435644,510.811881,721.424600
133,509.504950,510.831683,721.487563
134,509.400000,510.810000,721.398098
135,509.202020,510.777778,721.235493
136,509.360000,511.050000,721.539820
137,509.297030,511.316832,721.684396
138,509.029703,511.277228,721.467700
139,509.089109,511.227723,721.474535
140,508.940000,511.460000,721.533960
141,508.990000,511.540000,721.625936
142,509.079208,511.732673,721.825442
143,509.100000,511.980000,722.015464
144,509.000000,512.039604,721.987227
145,508.890000,512.380000,722.151159
146,508.840000,512.650000,722.307530
147,508.848485,512.727273,722.368353
148,508.750000,512.770000,722.329312
149,508.870000,512.800000,722.435130
150,508.960000,512.970000,722.619196
151,509.310000,512.940000,722.844464
152,509.313131,512.929293,722.839073
153,509.316327,512.877551,722.804609
154,509.346535,512.940594,722.870628
155,509.515152,512.848485,722.924103
156,509.720000,512.930000,723.126312
157,509.445545,512.831683,722.863125
158,509.550000,512.970000,723.034870
159,509.545455,513.101010,723.124621
160,509.430000,513.340000,723.212887
161,509.360000,513.660000,723.390769
162,509.693069,513.603960,723.585553
163,509.535354,513.666667,723.518985
164,509.560000,513.560000,723.460619
165,509.484848,513.525253,723.383022
166,509.524752,513.574257,723.445915
167,509.363636,513.636364,723.376547
168,509.420000,513.750000,723.496924
169,509.585859,513.585859,723.497188
170,509.410000,513.450000,723.276884
171,509.237624,513.356436,723.089059
172,509.260000,513.500000,723.206746
173,509.180000,513.650000,723.256936
174,509.287129,513.792079,723.433259
175,509.260000,513.900000,723.490814
176,509.405941,513.970297,723.643475
177,509.333333,513.636364,723.355209
178,509.475248,513.465347,723.333733
179,509.383838,513.424242,723.240173
180,509.363636,513.474747,723.261799
181,509.554455,513.554455,723.452778
182,509.404040,513.505051,723.311768
183,509.370000,513.670000,723.404911
184,509.313131,513.494949,723.240575
185,509.326733,513.465347,723.229136
186,509.303030,513.484848,723.226290
187,509.120000,513.520000,723.122372
188,509.212121,513.565657,723.219654
189,508.930000,513.370000,722.882080
190,508.900000,513.380000,722.868062
191,508.870000,513.360000,722.832738
192,509.069307,513.306931,722.935380
193,508.870000,513.270000,722.768822
194,508.777778,513.373737,722.777574
195,508.646465,513.313131,722.642095
196,508.690000,513.090000,722.514266
197,508.663366,513.356436,722.684752
198,508.710000,513.420000,722.762728
199,508.630000,513.360000,722.663799
200,508.643564,513.435644,722.727082
201,508.636364,513.484848,722.756972
202,508.435644,513.475248,722.608908
203,508.464646,513.404040,722.578719
204,508.404040,513.212121,722.399716
205,508.400000,513.170000,722.366949
206,508.464646,513.353535,722.542835
207,508.415842,513.346535,722.503517
208,508.575758,513.515152,722.735852
209,508.700000,513.670000,722.933302
210,508.750000,513.580000,722.904543
211,508.831683,513.663366,723.021255
212,508.690000,513.630000,722.897844
213,508.630000,513.960000,723.090145
214,508.590000,513.830000,722.969610
215,508.595960,513.838384,722.979761
216,508.762376,513.980198,723.197621
217,508.850000,514.200000,723.415484
218,508.851485,514.247525,723.450310
219,508.760000,514.360000,723.465927
220,508.811881,514.564356,723.647709
221,508.800000,514.670000,723.714480
222,508.910891,514.653465,723.780688
223,508.777778,514.555556,723.617473
224,508.767677,514.424242,723.517001
225,508.570000,514.290000,723.282551
226,508.554455,514.198020,723.206221
227,508.762376,514.287129,723.415791
228,508.623762,514.445545,723.430957
229,508.683168,514.524752,723.529050
230,508.830000,514.440000,723.572030
231,508.656566,514.626263,723.582540
232,508.630000,514.680000,723.602086
233,508.594059,514.693069,723.586120
234,508.504950,514.603960,723.460103
235,508.444444,514.696970,723.483741
236,508.670000,514.910000,723.793808
237,508.840000,515.110000,724.055563
238,508.870000,515.130000,724.090874
239,508.880000,515.280000,724.204621
240,508.891089,515.316832,724.238619
241,508.747475,515.121212,723.998520
242,508.680000,515.240000,724.035634
243,508.656566,515.434343,724.157486
244,508.643564,515.346535,724.085856
245,508.535354,515.292929,723.971691
246,508.410000,515.280000,723.874441
247,508.272727,515.484848,723.923887
248,508.160000,515.520000,723.869778
249,508.079208,515.693069,723.936339
250,508.148515,515.782178,724.048457
251,508.181818,515.868687,724.133456
252,508.200000,515.790000,724.090163
253,508.140000,515.790000,724.048053
254,508.212121,515.959596,724.219487
255,508.212121,515.959596,724.219487
256,508.282828,516.010101,724.305086
257,508.198020,516.277228,724.435921
258,508.147059,516.333333,724.440159
259,508.150000,516.130000,724.297314
260,508.060000,516.160000,724.255555
261,507.910891,516.356436,724.290993
262,507.880000,516.300000,724.229097
263,507.666667,516.215686,724.019391
264,507.767677,516.202020,724.080478
265,507.755102,516.295918,724.138605
266,507.650000,516.390000,724.132001
267,507.520000,516.480000,724.105062
268,507.520000,516.680000,724.247729
269,507.505051,516.747475,724.285392
270,507.410000,516.880000,724.313359
271,507.510000,516.770000,724.304931
272,507.464646,516.656566,724.192222
273,507.420000,516.640000,724.149119
274,507.380000,516.710000,724.171035
275,507.376238,516.633663,724.113933
276,507.350000,516.900000,724.285601
277,507.290000,516.740000,724.129389
278,507.170000,516.640000,723.973963
279,507.131313,516.626263,723.937058
280,507.191919,516.555556,723.929061
281,507.333333,516.313131,723.855207
282,507.297030,516.079208,723.662922
283,507.287129,516.207921,723.747780
284,507.260000,516.480000,723.922854
285,507.250000,516.550000,723.965790
286,507.252525,516.464646,723.906662
287,507.340000,516.560000,724.035986
288,507.320000,516.440000,723.936362
289,507.346535,516.564356,724.043673
290,507.494949,516.595960,724.170221
291,507.405941,516.524752,724.057048
292,507.465347,516.594059,724.148120
293,507.500000,516.530000,724.126709
294,507.343434,516.696970,724.136119
295,507.404040,516.858586,724.293903
296,507.440000,516.840000,724.305833
297,507.490000,516.860000,724.355134
298,507.460000,517.210000,724.583905
299,507.520000,517.200000,724.618790
300,507.450000,517.230000,724.591178
301,507.606061,517.414141,724.831916
302,507.570000,517.100000,724.582442
303,507.613861,517.128713,724.633658
304,507.707071,517.242424,724.780101
305,507.727273,517.303030,724.837505
306,507.610000,517.310000,724.760338
307,507.584158,517.524752,724.895542
308,507.767677,517.474747,724.988364
309,507.696970,517.444444,724.917213
310,507.806122,517.275510,724.873100
311,507.646465,517.414141,724.860212
312,507.663366,517.495050,724.929803
313,507.690000,517.520000,724.966266
314,507.850000,517.520000,725.078322
315,507.860000,517.530000,725.092463
316,507.808081,517.777778,725.232979
317,507.780000,517.750000,725.193485
318,507.860000,517.980000,725.413716
319,507.772277,518.118812,725.451438
320,507.720000,518.370000,725.594277
321,507.474747,518.323232,725.389270
322,507.660000,518.540000,725.673761
323,507.800000,518.690000,725.878885
324,507.910891,518.801980,726.036478
325,507.811881,518.623762,725.839868
326,507.734694,518.683673,725.828680
327,507.574257,518.514851,725.595809
328,507.454545,518.535354,725.526725
329,507.414141,518.656566,725.585105
330,507.430000,518.630000,725.577206
331,507.445545,518.495050,725.491624
332,507.515152,518.333333,725.424754
333,507.580000,518.410000,725.524903
334,507.653061,518.459184,725.611160
335,507.663366,518.485149,725.636922
336,507.500000,518.420000,725.476083
337,507.535354,518.414141,725.496628
338,507.535354,518.414141,725.496628
339,507.574257,518.396040,725.510910
340,507.626263,518.585859,725.682930
341,507.720000,518.800000,725.901535
342,507.420000,518.890000,725.756081
343,507.445545,518.960396,725.824272
344,507.360000,519.020000,725.807089
345,507.353535,519.161616,725.903846
346,507.455446,519.227723,726.022353
347,507.494949,518.858586,725.786026
348,507.591837,518.744898,725.772514
349,507.643564,518.841584,725.877798
350,507.560000,518.680000,725.703862
351,507.530000,518.860000,725.811546
352,507.520000,518.850000,725.797405
353,507.570000,518.830000,725.818072
354,507.540000,518.950000,725.882879
355,507.650000,519.010000,726.002688
356,507.752475,518.980198,726.053044
357,507.720000,518.960000,726.015895
358,507.670000,518.910000,725.945189
359,507.500000,519.060000,725.933560
360,507.510000,518.970000,725.876202
361,507.336634,518.821782,725.649021
362,507.220000,518.790000,725.544756
363,507.330000,518.640000,725.514423
364,507.292929,518.696970,725.529229
365,507.360000,518.750000,725.614038
366,507.460000,518.810000,725.726855
367,507.590000,518.850000,725.846355
368,507.474747,518.767677,725.706912
369,507.454545,518.777778,725.700006
370,507.210000,518.850000,725.580669
371,507.120000,518.780000,725.467699
372,507.161616,518.686869,725.430198
373,507.161616,518.898990,725.581881
374,507.242424,518.737374,725.522805
375,507.270000,518.600000,725.443873
376,507.277228,518.544554,725.409292
377,507.132653,518.673469,725.400369
378,507.282828,519.000000,725.738843
379,507.297030,519.049505,725.784172
380,507.410000,518.990000,725.820590
381,507.390000,519.060000,725.856663
382,507.575758,518.969697,725.921963
383,507.445545,518.910891,725.788877
384,507.292929,518.717172,725.543672
385,507.190000,518.450000,725.280703
386,507.120000,518.530000,725.288946
387,506.929293,518.343434,725.022223
388,507.010101,518.434343,725.143717
389,507.040000,518.480000,725.197264
390,507.070000,518.570000,725.282586
391,507.150000,518.460000,725.259880
392,507.151515,518.555556,725.329252
393,506.940000,518.550000,725.177403
394,506.950000,518.650000,725.255903
395,506.700000,518.730000,725.138403
396,506.720000,518.630000,725.080847
397,506.740000,518.720000,725.159200
398,506.630000,518.820000,725.153880
399,506.606061,518.777778,725.106946
400,506.444444,518.717172,724.950674
401,506.405941,518.811881,724.991548
402,506.480000,518.960000,725.149276
403,506.450000,518.890000,725.078227
404,506.267327,519.069307,725.078997
405,506.280000,518.950000,725.002442
406,506.353535,519.000000,725.089583
407,506.434343,519.040404,725.174934
408,506.316327,519.204082,725.209694
409,506.310000,519.290000,725.266792
410,506.414141,519.404040,725.421147
411,506.191919,519.424242,725.280499
412,506.121212,519.363636,725.187747
413,506.090000,519.320000,725.134712
414,506.030612,519.265306,725.054094
415,506.080000,519.380000,725.170705
416,506.230000,519.480000,725.347009
417,506.290000,519.270000,725.238510
418,506.232323,519.333333,725.243598
419,506.101010,519.373737,725.180882
420,506.060000,519.440000,725.199722
421,505.979798,519.545455,725.219302
422,505.959596,519.404040,725.103903
423,505.900990,519.514851,725.142395
424,506.100000,519.420000,725.213311
425,506.210000,519.320000,725.218468
426,506.191919,519.272727,725.171996
427,505.970000,519.370000,725.086779
428,505.880000,519.450000,725.081290
429,505.910891,519.366337,725.042910
430,506.049505,519.415842,725.175095
431,505.828283,519.737374,725.251122
432,505.636364,519.717172,725.102800
433,505.520000,519.980000,725.210087
434,505.370000,520.010000,725.127049
435,505.490000,520.030000,725.225028
436,505.480392,520.147059,725.302275
437,505.680000,520.110000,725.414829
438,505.727273,520.131313,725.463064
439,505.656566,520.101010,725.392048
440,505.565657,520.292929,725.466309
441,505.080808,520.272727,725.114014
442,505.320000,520.270000,725.278688
443,505.380000,520.200000,725.270284
444,505.310000,520.300000,725.293241
445,505.220000,520.210000,725.165976
446,505.230000,520.170000,725.144249
447,505.290000,520.200000,725.207573
448,505.316832,520.237624,725.253256
449,505.420000,520.150000,725.262297
450,505.428571,520.091837,725.226557
451,505.480000,520.040000,725.225228
452,505.515152,520.060606,725.264505
453,505.616162,520.272727,725.487018
454,505.494949,520.262626,725.395302
455,505.500000,520.420000,725.511700
456,505.570000,520.360000,725.517439
457,505.640000,520.260000,725.494505
458,505.504950,520.336634,725.455352
459,505.494949,520.585859,725.627163
460,505.393939,520.585859,725.556800
461,505.306931,520.524752,725.452350
462,505.230000,520.580000,725.438412
463,505.240000,520.580000,725.445376
464,505.420000,520.530000,725.534877
465,505.580000,520.540000,725.653518
466,505.570000,520.580000,725.675245
467,505.646465,520.565657,725.718230
468,505.960000,520.600000,725.961350
469,505.818182,520.898990,726.076987
470,505.970000,520.860000,726.154791
471,506.089109,520.920792,726.281390
472,506.121212,521.040404,726.389554
473,506.160000,521.020000,726.401945
474,506.178218,521.019802,726.414498
475,506.168317,521.168317,726.514129
476,506.188119,521.158416,726.520823
477,506.323232,521.080808,726.559305
478,506.554455,521.128713,726.754809
479,506.410000,521.050000,726.597681
480,506.220000,521.280000,726.630255
481,506.340000,521.420000,726.814290
482,506.313131,521.313131,726.718906
483,506.510000,521.380000,726.904041
484,506.560000,521.300000,726.881506
485,506.782178,521.287129,727.027129
486,506.690000,521.420000,727.058163
487,506.693878,521.418367,727.059694
488,506.737374,521.353535,727.043516
489,506.846939,521.367347,727.129789
490,506.800000,521.640000,727.292602
491,506.570000,521.700000,727.175395
492,506.386139,521.831683,727.141820
493,506.434343,521.939394,727.252690
494,506.360000,521.930000,727.194179
495,506.490000,521.910000,727.270354
496,506.520000,521.660000,727.111866
497,506.585859,521.747475,727.220503
498,506.640000,521.670000,727.202639
499,506.610000,521.560000,727.102830
500,506.710000,521.640000,727.229891
501,506.727273,521.686869,727.275545
502,506.683168,521.831683,727.348705
503,506.500000,521.810000,727.205560
504,506.455446,521.861386,727.211403
505,506.693878,521.877551,727.389073
506,506.640000,521.800000,727.295902
507,506.760000,521.680000,727.293421
508,506.930000,521.700000,727.426226
509,507.010000,521.690000,727.474808
510,507.040000,521.690000,727.495717
511,506.969697,521.666667,727.429986
512,506.930693,521.742574,727.457244
513,506.920000,521.470000,727.254321
514,506.990000,521.340000,727.209912
515,506.808081,521.505051,727.201450
516,506.970297,521.613861,727.392537
517,506.920000,521.650000,727.383399
518,506.878788,521.959596,727.576749
519,506.959596,522.070707,727.712756
520,506.770000,522.180000,727.659113
521,506.830000,522.250000,727.751133
522,506.760000,522.320000,727.752623
523,506.747475,522.424242,727.818722
524,506.737374,522.434343,727.818940
525,506.797980,522.505051,727.911890
526,506.797980,522.505051,727.911890
527,506.841584,522.415842,727.878220
528,506.858586,522.424242,727.896088
529,506.792079,522.465347,727.879282
530,506.830000,522.480000,727.916203
531,506.810000,522.320000,727.787440
532,506.850000,522.400000,727.872710
533,506.860000,522.350000,727.843790
534,506.810000,522.270000,727.751557
535,506.821782,522.188119,727.701003
536,506.702970,522.227723,727.646682
537,506.620000,522.260000,727.612075
538,506.707071,522.171717,727.609344
539,506.660000,522.170000,727.575333
540,506.686869,522.090909,727.537284
541,506.910891,522.029703,727.649409
542,507.079208,521.970297,727.724065
543,507.101010,522.010101,727.767806
544,507.168317,522.158416,727.921090
545,506.858586,522.464646,727.925087
546,506.950000,522.420000,727.956701
547,506.857143,522.530612,727.971431
548,506.900000,522.170000,727.742481
549,506.670000,522.200000,727.603827
550,506.737374,522.292929,727.717438
551,506.545455,522.292929,727.583811
552,506.640000,522.200000,727.582937
553,506.475248,522.316832,727.552094
554,506.420000,522.410000,727.580528
555,506.303030,522.505051,727.567376
556,506.190000,522.550000,727.521009
557,506.257426,522.564356,727.578235
558,505.909091,522.606061,727.365866
559,505.980000,522.700000,727.482680
560,505.867347,522.632653,727.355940
561,505.891089,522.584158,727.337608
562,505.702970,522.514851,727.156974
563,505.730000,522.520000,727.179471
564,505.841584,522.534653,727.267607
565,505.808081,522.444444,727.179491
566,505.797980,522.575758,727.266814
567,506.039604,522.376238,727.291561
568,506.070000,522.400000,727.329777
569,506.158416,522.386139,727.381344
570,506.140000,522.440000,727.407213
571,506.190000,522.500000,727.485097
572,505.920000,522.710000,727.448136
573,505.891089,522.811881,727.501242
574,505.820000,522.720000,727.385779
575,506.010000,522.810000,727.582584
576,506.090000,522.750000,727.595114
577,506.210000,522.790000,727.707323
578,506.252525,523.030303,727.909553
579,506.260000,523.000000,727.892978
580,506.282828,522.969697,727.887083
581,506.181818,523.000000,727.838604
582,505.990099,523.128713,727.797795
583,506.190000,523.160000,727.959272
584,506.200000,523.230000,728.016533
585,506.330000,523.200000,728.085372
586,506.484848,523.171717,728.172746
587,506.180000,523.240000,728.009814
588,506.080808,523.181818,727.899031
589,506.227723,523.118812,727.955904
590,506.150000,523.270000,728.010519
591,506.039604,523.435644,728.052851
592,506.180000,523.400000,728.124819
593,506.180000,523.210000,727.988253
594,506.161616,523.313131,728.049597
595,506.410000,523.460000,728.327852
596,506.300000,523.500000,728.280125
597,506.282828,523.323232,728.141132
598,506.300000,523.170000,728.042951
599,506.320000,523.170000,728.056860
600,506.340000,523.260000,728.135443
601,506.200000,523.360000,728.109971
602,506.060000,523.170000,727.876069
603,505.890000,523.270000,727.829777
604,505.969697,523.353535,727.945230
605,506.029703,523.267327,727.924966
606,506.079208,523.188119,727.902447
607,506.120000,523.210000,727.946535
608,506.080000,523.310000,727.990606
609,506.020000,523.230000,727.891388
610,505.960000,523.240000,727.856867
611,505.919192,523.292929,727.866553
612,505.820000,523.190000,727.723607
613,505.820000,523.240000,727.759555
614,505.670000,523.320000,727.712836
615,505.680000,523.490000,727.842045
616,505.710000,523.510000,727.877273
617,505.760000,523.450000,727.868862
618,505.800000,523.320000,727.803176
619,505.919192,523.232323,727.822982
620,506.000000,523.220000,727.870296
621,505.930693,523.386139,727.941561
622,505.979798,523.404040,727.988561
623,505.838384,523.535354,727.984709
624,505.770000,523.640000,728.012460
625,505.949495,523.525253,728.054656
626,505.858586,523.585859,728.035068
627,505.920000,523.380000,727.929716
628,506.060000,523.400000,728.041402
629,505.820000,523.460000,727.917745
630,505.740000,523.510000,727.898116
631,505.636364,523.282828,727.662731
632,505.564356,523.158416,727.523228
633,505.494949,523.323232,727.593533
634,505.484848,523.343434,727.601046
635,505.600000,523.400000,727.721733
636,505.390000,523.180000,727.417600
637,505.540000,523.060000,727.435533
638,505.475248,523.029703,727.368748
639,505.595960,522.969697,727.409498
640,505.564356,522.960396,727.380845
641,505.660000,522.840000,727.360778
642,505.560000,522.650000,727.154685
643,505.760000,522.560000,727.229078
644,505.710000,522.320000,727.021861
645,505.660000,522.190000,726.893687
646,505.574257,522.455446,727.024774
647,505.720000,522.470000,727.136589
648,505.730000,522.460000,727.136359
649,505.930000,522.290000,727.153360
650,506.000000,522.170000,727.115884
651,506.080000,522.160000,727.164378
652,506.090000,522.150000,727.164157
653,506.171717,522.333333,727.352678
654,506.210000,522.370000,727.405651
655,506.262626,522.383838,727.452212
656,506.292929,522.434343,727.509569
657,506.250000,522.700000,727.670497
658,506.010000,522.800000,727.575398
659,506.099010,522.782178,727.624500
660,506.220000,522.740000,727.678360
661,506.090909,522.868687,727.681024
662,506.121212,522.959596,727.767422
663,506.148515,522.980198,727.801214
664,505.840000,523.020000,727.615301
665,505.820000,523.000000,727.587020
666,505.820000,523.080000,727.644528
667,505.970000,523.220000,727.849441
668,505.920000,522.980000,727.642169
669,505.710000,523.080000,727.568066
670,505.752475,522.910891,727.476025
671,505.696970,522.727273,727.305456
672,505.858586,522.707071,727.403320
673,505.930693,522.643564,727.407837
674,505.860000,522.810000,727.478272
675,505.969697,522.828283,727.567693
676,505.920000,522.820000,727.527181
677,505.722772,522.841584,727.405557
678,505.840000,522.830000,727.478738
679,505.858586,522.878788,727.526725
680,505.970000,522.830000,727.569137
681,505.909091,522.858586,727.547324
682,505.960396,523.049505,727.720212
683,506.040000,523.050000,727.775916
684,506.222222,523.080808,727.924770
685,506.210000,523.160000,727.973179
686,506.313131,523.313131,728.154943
687,506.090000,523.100000,727.846617
688,506.050505,523.080808,727.805362
689,506.110000,523.150000,727.896459
690,506.118812,523.247525,727.972681
691,506.151515,523.373737,728.086139
692,506.242424,523.151515,727.989629
693,506.230000,523.130000,727.965528
694,506.606061,523.282828,728.336886
695,506.600000,523.350000,728.380932
696,506.580000,523.550000,728.510740
697,506.545455,523.727273,728.614132
698,506.732673,523.653465,728.691261
699,506.660000,523.630000,728.623862
700,506.650000,523.550000,728.559418
701,506.530000,523.530000,728.461599
702,506.490000,523.580000,728.469722
703,506.484848,523.585859,728.470352
704,506.430000,523.680000,728.499888
705,506.504950,523.702970,728.568505
706,506.841584,523.752475,728.838149
707,507.000000,523.900000,729.054326
708,506.970000,523.840000,728.990347
709,506.990196,523.686275,728.893938
710,507.090909,523.666667,728.949908
711,507.128713,523.613861,728.938274
712,506.960000,523.430000,728.688827
713,506.831683,523.287129,728.496928
714,506.868687,523.444444,728.635679
715,507.081633,523.469388,728.801744
716,507.069307,523.643564,728.918284
717,507.265306,523.479592,728.936879
718,507.240000,523.480000,728.919562
719,507.267327,523.396040,728.878285
720,507.450000,523.320000,728.950838
721,507.380000,523.130000,728.765711
722,507.393939,523.252525,728.863372
723,507.260000,523.120000,728.674991
724,507.222222,523.030303,728.584299
725,507.280000,523.130000,728.696093
726,507.050000,523.310000,728.665258
727,506.959596,523.222222,728.539310
728,506.950000,523.360000,728.631589
729,506.920000,523.380000,728.625082
730,507.207921,523.356436,728.808503
731,507.181818,523.444444,728.853540
732,507.290000,523.490000,728.961538
733,507.346535,523.623762,729.096942
734,507.346535,523.534653,729.032948
735,507.282828,523.525253,728.981864
736,507.120000,523.470000,728.828879
737,507.090000,523.400000,728.757729
738,507.280000,523.630000,729.055125
739,507.270000,523.480000,728.940439
740,507.190000,523.360000,728.798591
741,507.430000,523.420000,729.008711
742,507.346939,523.397959,728.935073
743,507.242424,523.373737,728.844940
744,507.363636,523.494949,729.016338
745,507.630000,523.420000,729.147936
746,507.470000,523.290000,728.943225
747,507.690000,523.310000,729.110754
748,507.880000,523.320000,729.250243
749,507.606061,523.141414,728.931308
750,507.702970,523.326733,729.131795
751,507.750000,523.390000,729.209952
752,507.702970,523.346535,729.146008
753,507.828283,523.333333,729.223795
754,507.850000,523.220000,729.157590
755,507.820000,523.070000,729.029065
756,507.990000,523.090000,729.161840
757,507.959596,523.040404,729.105078
758,507.888889,522.818182,728.896409
759,507.850000,522.910000,728.935176
760,507.830000,522.920000,728.928416
761,507.881188,522.891089,728.943340
762,507.808081,522.959596,728.941552
763,507.830000,522.990000,728.978634
764,507.910000,523.080000,729.098933
765,507.950495,523.237624,729.240232
766,508.040404,523.181818,729.262824
767,508.050505,523.111111,729.219137
768,507.880000,523.050000,729.056511
769,508.161616,523.060606,729.260328
770,508.150000,523.220000,729.366568
771,508.010101,523.181818,729.241714
772,508.099010,523.326733,729.407618
773,508.128713,523.227723,729.357278
774,508.150000,523.200000,729.352221
775,508.295918,523.285714,729.515373
776,508.151515,523.494949,729.564887
777,508.010000,523.560000,729.513011
778,508.270000,523.900000,729.938082
779,508.474747,523.858586,730.050948
780,508.524752,524.039604,730.215674
781,508.495050,524.000000,730.166567
782,508.383838,524.171717,730.212377
783,508.490000,524.100000,730.234818
784,508.660000,524.070000,730.331678
785,508.561224,523.908163,730.146754
786,508.435644,524.148515,730.231791
787,508.363636,524.151515,730.183811
788,508.424242,524.141414,730.218756
789,508.445545,524.138614,730.231579
790,508.454545,524.141414,730.239856
791,508.310000,524.190000,730.174097
792,508.141414,524.191919,730.058124
793,508.059406,524.514851,730.232969
794,508.050000,524.610000,730.294772
795,508.040000,524.520000,730.223166
796,508.202020,524.404040,730.252621
797,508.346535,524.465347,730.397220
798,508.490000,524.440000,730.478880
799,508.627451,524.509804,730.624677
800,508.500000,524.550000,730.564817
801,508.383838,524.585859,730.509719
802,508.170000,524.680000,730.428539
803,508.280000,524.680000,730.505072
804,508.090909,524.727273,730.407477
805,508.292929,524.929293,730.693140
806,508.397959,524.938776,730.773017
807,508.200000,524.900000,730.607453
808,508.089109,524.821782,730.474124
809,508.190000,524.770000,730.507104
810,508.200000,524.840000,730.564347
811,507.970588,524.852941,730.414080
812,507.989796,524.653061,730.283827
813,507.950000,524.700000,730.289869
814,507.868687,525.010101,730.456165
815,507.673267,524.970297,730.291695
816,507.580000,524.850000,730.140383
817,507.626263,524.848485,730.171456
818,507.767677,525.010101,730.385939
819,507.960396,524.940594,730.469980
820,508.120000,524.880000,730.537438
