Time, x Vel, y Vel, Vel
1903,-0.011131,0.050222,0.050222
1904,-0.017192,0.060687,0.060687
1905,-0.010041,0.076728,0.076728
1906,0.045545,0.031683,0.031683
1907,0.069131,-0.006222,-0.006222
1908,0.133053,-0.128093,-0.128093
1909,0.137071,-0.102747,-0.102747
1910,0.071287,-0.087129,-0.087129
1911,0.064408,-0.077224,-0.077224
1912,-0.021942,0.037184,0.037184
1913,-0.046162,0.013859,0.013859
1914,-0.033881,0.005703,0.005703
1915,-0.020408,0.018800,0.018800
1916,-0.020202,-0.040404,-0.040404
1917,-0.021838,-0.087859,-0.087859
1918,-0.007703,-0.116594,-0.116594
1919,-0.020000,-0.101576,-0.101576
1920,0.012121,-0.084848,-0.084848
1921,0.022000,-0.050000,-0.050000
1922,0.059703,-0.047406,-0.047406
1923,0.044000,-0.062000,-0.062000
1924,0.030162,-0.044525,-0.044525
1925,0.046000,-0.048000,-0.048000
1926,0.016000,0.014000,0.014000
1927,0.080950,-0.029644,-0.029644
1928,0.138000,-0.064000,-0.064000
1929,0.073030,-0.016162,-0.016162
1930,0.066000,-0.042000,-0.042000
1931,0.026363,-0.014861,-0.014861
1932,-0.024727,-0.010667,-0.010667
1933,0.064646,-0.084848,-0.084848
1934,0.062000,-0.116000,-0.116000
1935,0.040687,-0.117495,-0.117495
1936,0.090727,-0.087333,-0.087333
1937,0.044444,-0.072727,-0.072727
1938,0.038000,-0.056000,-0.056000
1939,0.042000,-0.022000,-0.022000
1940,-0.015980,-0.157111,-0.157111
1941,-0.008121,-0.114263,-0.114263
1942,-0.014000,-0.120000,-0.120000
1943,-0.012000,-0.100000,-0.100000
1944,0.041980,-0.016889,-0.016889
1945,0.080314,-0.000235,-0.000235
1946,0.089755,0.038612,0.038612
1947,0.106911,0.014752,0.014752
1948,0.042000,0.064000,0.064000
1949,0.018717,-0.016815,-0.016815
1950,0.064720,-0.053385,-0.053385
1951,0.061089,-0.122752,-0.122752
1952,0.086000,-0.104000,-0.104000
1953,0.084970,-0.100949,-0.100949
1954,0.041464,-0.059046,-0.059046
1955,0.060000,-0.018000,-0.018000
1956,0.101267,-0.037941,-0.037941
1957,0.106000,0.010000,0.010000
1958,0.116952,0.011521,0.011521
1959,0.060909,0.076606,0.076606
1960,0.041584,0.110891,0.110891
1961,-0.006000,0.100000,0.100000
1962,-0.034891,0.096297,0.096297
1963,-0.032909,0.071394,0.071394
1964,-0.066367,0.030403,0.030403
1965,-0.052000,0.036000,0.036000
1966,-0.015394,0.003293,0.003293
1967,0.044000,-0.008000,-0.008000
1968,0.047515,0.054646,0.054646
1969,0.061030,0.026337,0.026337
1970,0.055720,-0.002762,-0.002762
1971,0.006000,-0.032000,-0.032000
1972,0.032000,-0.134000,-0.134000
1973,0.005941,-0.067327,-0.067327
1974,-0.004327,-0.046531,-0.046531
1975,0.022693,-0.036554,-0.036554
1976,0.038337,-0.012436,-0.012436
1977,0.062686,-0.056586,-0.056586
1978,0.078000,-0.068000,-0.068000
1979,0.061226,-0.065547,-0.065547
1980,0.037663,-0.069564,-0.069564
1981,0.042343,-0.118424,-0.118424
1982,-0.002000,-0.044000,-0.044000
1983,-0.007919,-0.027899,-0.027899
1984,-0.048444,-0.012384,-0.012384
1985,-0.078000,0.072000,0.072000
1986,-0.064000,-0.014000,-0.014000
1987,-0.062000,-0.040000,-0.040000
1988,-0.011556,-0.007616,-0.007616
1989,0.014000,-0.040000,-0.040000
1990,0.040356,-0.039149,-0.039149
1991,0.053758,0.015374,0.015374
1992,0.050000,0.018000,0.018000
1993,0.080000,0.074000,0.074000
1994,0.058093,0.154536,0.154536
1995,0.055926,0.116092,0.116092
1996,0.084000,0.068000,0.068000
1997,0.078000,0.008000,0.008000
1998,0.082502,-0.039685,-0.039685
1999,0.095050,-0.047525,-0.047525
2000,0.028000,-0.092000,-0.092000
2001,0.026000,-0.094000,-0.094000
2002,0.040504,-0.096370,-0.096370
2003,0.057267,-0.063941,-0.063941
2004,0.084099,0.014376,0.014376
2005,0.136000,0.018000,0.018000
2006,0.117172,0.002020,0.002020
2007,0.124163,-0.021592,-0.021592
2008,0.139901,-0.044376,-0.044376
2009,0.084515,-0.055069,-0.055069
2010,0.125374,0.006646,0.006646
2011,0.111639,0.055829,0.055829
2012,0.126566,-0.000828,-0.000828
2013,0.179485,0.017069,0.017069
2014,0.130812,-0.001406,-0.001406
2015,0.140198,-0.082238,-0.082238
2016,0.157720,0.001196,0.001196
2017,0.124525,0.011354,0.011354
2018,0.147855,-0.017362,-0.017362
2019,0.114000,0.032000,0.032000
2020,0.047714,0.001633,0.001633
2021,0.020202,-0.090909,-0.090909
2022,0.030303,-0.086869,-0.086869
2023,0.059333,-0.039131,-0.039131
2024,0.083455,0.009293,0.009293
2025,0.125293,0.032783,0.032783
2026,0.099070,0.070567,0.070567
2027,0.129293,-0.018182,-0.018182
2028,0.092545,-0.149293,-0.149293
2029,0.104950,-0.055446,-0.055446
2030,0.121132,-0.090769,-0.090769
2031,0.055374,-0.066687,-0.066687
2032,0.064000,0.022000,0.022000
2033,0.024302,-0.039964,-0.039964
2034,0.028828,-0.082162,-0.082162
2035,0.014000,-0.038000,-0.038000
2036,0.055576,-0.084828,-0.084828
2037,0.054545,-0.024242,-0.024242
2038,0.068000,0.020000,0.020000
2039,0.084162,-0.046828,-0.046828
2040,0.075077,0.044053,0.044053
2041,0.076768,0.034343,0.034343
2042,0.046000,0.016000,0.016000
2043,0.067838,0.054828,0.054828
2044,0.085347,0.054776,0.054776
2045,0.062626,0.036364,0.036364
2046,0.098000,0.044000,0.044000
2047,0.071556,0.054263,0.054263
2048,0.000812,-0.014020,-0.014020
2049,0.004040,-0.014141,-0.014141
2050,0.048000,-0.030000,-0.030000
2051,0.120444,-0.046263,-0.046263
2052,0.206441,0.024282,0.024282
2053,0.220747,0.013859,0.013859
2054,0.150000,0.054000,0.054000
2055,0.079556,0.042222,0.042222
2056,0.056566,-0.066667,-0.066667
2057,0.039859,-0.025980,-0.025980
2058,0.022218,-0.069683,-0.069683
2059,0.016722,-0.016282,-0.016282
2060,0.024122,0.038424,0.038424
2061,0.057706,0.025703,0.025703
2062,0.099010,0.045545,0.045545
2063,0.106511,0.034463,0.034463
2064,0.106059,0.057980,0.057980
2065,0.100436,0.012277,0.012277
2066,0.112772,-0.001861,-0.001861
2067,0.141414,-0.012121,-0.012121
2068,0.128000,0.012000,0.012000
2069,0.140000,0.046000,0.046000
2070,0.122000,0.066000,0.066000
2071,0.147798,0.101717,0.101717
2072,0.184000,0.014000,0.014000
2073,0.221051,-0.007212,-0.007212
2074,0.260000,0.028000,0.028000
2075,0.196356,0.042277,0.042277
2076,0.178020,0.079616,0.079616
2077,0.179798,0.034343,0.034343
2078,0.124970,-0.019131,-0.019131
2079,0.151644,-0.106277,-0.106277
2080,0.128673,-0.102210,-0.102210
2081,0.083468,-0.006201,-0.006201
2082,0.107030,0.019131,0.019131
2083,0.076079,0.068653,0.068653
2084,0.067307,0.072594,0.072594
2085,0.053905,0.026403,0.026403
2086,0.052566,0.009152,0.009152
2087,0.115764,-0.038575,-0.038575
2088,0.152000,-0.048000,-0.048000
2089,0.169778,-0.039333,-0.039333
2090,0.145434,-0.025152,-0.025152
2091,0.120157,-0.052078,-0.052078
2092,0.096000,-0.028000,-0.028000
2093,0.088000,-0.044000,-0.044000
2094,0.106911,0.009010,0.009010
2095,0.094000,0.080000,0.080000
2096,0.089354,0.069253,0.069253
2097,0.082000,0.058000,0.058000
2098,0.038564,-0.002040,-0.002040
2099,0.038000,-0.062000,-0.062000
2100,0.034646,-0.027253,-0.027253
2101,0.029919,0.011192,0.011192
2102,0.064646,0.032323,0.032323
2103,0.064000,0.050000,0.050000
2104,0.094000,-0.014000,-0.014000
2105,0.095210,-0.059786,-0.059786
2106,0.124512,-0.089689,-0.089689
2107,0.120000,-0.082000,-0.082000
2108,0.063273,-0.059758,-0.059758
2109,0.066871,-0.059406,-0.059406
2110,0.075366,-0.039604,-0.039604
2111,0.114586,-0.052222,-0.052222
2112,0.205401,-0.063846,-0.063846
2113,0.156000,-0.068000,-0.068000
2114,0.100000,-0.096000,-0.096000
2115,0.084848,-0.096970,-0.096970
2116,0.029327,0.009604,0.009604
2117,0.103861,0.012554,0.012554
2118,0.098000,0.062000,0.062000
2119,0.074387,0.105331,0.105331
2120,0.070323,0.011818,0.011818
2121,0.066139,0.037446,0.037446
2122,0.117273,0.017838,0.017838
2123,0.128713,0.003960,0.003960
2124,0.145455,0.036364,0.036364
2125,0.144000,0.030000,0.030000
2126,0.098727,0.038162,0.038162
2127,0.153465,0.017901,0.017901
2128,0.183838,-0.018182,-0.018182
2129,0.179960,-0.035762,-0.035762
2130,0.162000,-0.044000,-0.044000
2131,0.164646,-0.016081,-0.016081
2132,0.104384,-0.030000,-0.030000
2133,0.087129,0.027723,0.027723
2134,0.091208,-0.013644,-0.013644
2135,0.018182,0.036364,0.036364
2136,0.064693,0.049802,0.049802
2137,0.072911,0.052040,0.052040
2138,0.136954,0.122512,0.122512
2139,0.182518,0.023202,0.023202
2140,0.165307,0.002198,0.002198
2141,0.170000,-0.024000,-0.024000
2142,0.165471,-0.029726,-0.029726
2143,0.124449,0.015862,0.015862
2144,0.010122,0.035143,0.035143
2145,0.002634,-0.026059,-0.026059
2146,-0.015633,-0.079143,-0.079143
2147,-0.047796,-0.103347,-0.103347
2148,0.081633,-0.079592,-0.079592
2149,0.083168,-0.039604,-0.039604
2150,0.151172,-0.002242,-0.002242
2151,0.170000,0.036000,0.036000
2152,0.140245,0.086449,0.086449
2153,0.132198,0.109663,0.109663
2154,0.058338,0.105875,0.105875
2155,0.118000,0.100000,0.100000
2156,0.189172,0.018828,0.018828
2157,0.205143,0.007673,0.007673
2158,0.274490,0.010367,0.010367
2159,0.248000,0.012000,0.012000
2160,0.216828,0.015172,0.015172
2161,0.188857,0.026327,0.026327
2162,0.060891,0.028792,0.028792
2163,0.074000,0.012000,0.012000
2164,0.084182,-0.001030,-0.001030
2165,0.054000,0.015253,0.015253
2166,0.163109,-0.010792,-0.010792
2167,0.186000,-0.026000,-0.026000
2168,0.129293,0.016162,0.016162
2169,0.127273,0.010101,0.010101
2170,0.067414,0.027374,0.027374
2171,0.001394,0.035333,0.035333
2172,-0.029475,0.050869,0.050869
2173,-0.007273,0.038646,0.038646
2174,-0.022222,0.034343,0.034343
2175,-0.038384,0.048485,0.048485
2176,0.008000,0.048000,0.048000
2177,0.008713,0.033921,0.033921
2178,0.024808,0.040283,0.040283
2179,0.072727,0.020202,0.020202
2180,0.015414,-0.032202,-0.032202
2181,0.024822,-0.011961,-0.011961
2182,0.100444,-0.030182,-0.030182
2183,0.096970,-0.016162,-0.016162
2184,0.145455,0.020202,0.020202
2185,0.164465,0.014040,0.014040
2186,0.121212,0.024242,0.024242
2187,0.123352,0.014141,0.014141
2188,0.113131,-0.004040,-0.004040
2189,0.136000,-0.002000,-0.002000
2190,0.155556,0.034343,0.034343
2191,0.166337,0.051485,0.051485
2192,0.174000,0.072040,0.072040
2193,0.154000,0.036000,0.036000
2194,0.112788,-0.006404,-0.006404
2195,0.122772,-0.015842,-0.015842
2196,0.128000,-0.026000,-0.026000
2197,0.102000,0.002000,0.002000
2198,0.123576,0.002364,0.002364
2199,0.087129,0.015842,0.015842
2200,0.118202,-0.001596,-0.001596
2201,0.084000,0.006000,0.006000
2202,0.042424,0.047636,0.047636
2203,0.031723,0.098010,0.098010
2204,-0.008081,0.141414,0.141414
2205,0.063426,0.098495,0.098495
2206,0.052000,0.076000,0.076000
2207,0.071247,0.004960,0.004960
2208,0.081879,-0.105818,-0.105818
2209,0.067327,-0.039604,-0.039604
2210,0.060000,-0.068000,-0.068000
2211,0.058733,-0.066455,-0.066455
2212,0.022832,0.011129,0.011129
2213,0.037624,-0.085149,-0.085149
2214,0.052000,-0.062000,-0.062000
2215,0.094263,-0.037495,-0.037495
2216,0.159168,-0.051129,-0.051129
2217,0.105624,0.022257,0.022257
2218,0.128000,-0.004000,-0.004000
2219,0.069737,-0.016505,-0.016505
2220,0.055313,-0.019838,-0.019838
2221,0.073414,-0.001535,-0.001535
2222,0.050000,0.032000,0.032000
2223,0.058000,-0.004000,-0.004000
2224,0.058786,0.035324,0.035324
2225,0.068790,-0.001567,-0.001567
2226,0.039818,-0.017596,-0.017596
2227,0.032000,-0.006000,-0.006000
2228,0.089109,-0.013861,-0.013861
2229,0.111796,-0.052898,-0.052898
2230,0.132468,-0.030200,-0.030200
2231,0.130000,-0.048000,-0.048000
2232,0.096550,-0.029543,-0.029543
2233,0.097802,-0.065267,-0.065267
2234,0.172843,-0.089412,-0.089412
2235,0.241576,-0.091152,-0.091152
2236,0.228324,-0.083591,-0.083591
2237,0.186139,0.057426,0.057426
2238,0.136871,0.107208,0.107208
2239,0.112424,0.173152,0.173152
2240,0.073918,0.147510,0.147510
2241,0.110059,0.087842,0.087842
2242,0.152000,0.026000,0.026000
2243,0.098317,0.017248,0.017248
2244,0.117960,-0.015434,-0.015434
2245,0.140000,-0.050000,-0.050000
2246,0.078545,-0.025717,-0.025717
2247,0.091683,-0.097248,-0.097248
2248,0.075328,-0.036764,-0.036764
2249,-0.005495,0.034566,0.034566
2250,-0.014141,0.022222,0.022222
2251,0.030909,0.096747,0.096747
2252,0.055986,0.020602,0.020602
2253,0.088889,0.024242,0.024242
2254,0.131596,0.041495,0.041495
2255,0.059606,0.067521,0.067521
2256,0.056566,0.090909,0.090909
2257,0.088889,0.064646,0.064646
2258,0.084000,0.042000,0.042000
2259,0.139485,0.001732,0.001732
2260,0.165657,0.018182,0.018182
2261,0.131717,0.016545,0.016545
2262,0.149941,-0.011228,-0.011228
2263,0.124000,-0.024000,-0.024000
2264,0.105051,-0.014141,-0.014141
2265,0.117228,-0.043188,-0.043188
2266,0.086059,-0.006772,-0.006772
2267,0.125394,0.003232,0.003232
2268,0.129293,0.004040,0.004040
2269,0.122772,0.029188,0.029188
2270,0.156000,0.018000,0.018000
2271,0.118032,0.003500,0.003500
2272,0.056162,-0.013394,-0.013394
2273,0.060606,-0.012646,-0.012646
2274,0.024000,-0.058000,-0.058000
2275,0.056574,-0.038733,-0.038733
2276,0.072000,-0.006000,-0.006000
2277,0.125668,-0.009863,-0.009863
2278,0.189224,0.072980,0.072980
2279,0.142566,0.077657,0.077657
2280,0.174000,0.048000,0.048000
2281,0.121725,0.066510,0.066510
2282,0.016776,0.005020,0.005020
2283,0.047434,-0.015657,-0.015657
2284,0.044000,-0.036000,-0.036000
2285,0.020000,-0.042000,-0.042000
2286,0.052693,-0.039149,-0.039149
2287,0.087919,0.005556,0.005556
2288,0.086000,0.008000,0.008000
2289,0.158000,-0.008000,-0.008000
2290,0.215307,0.053149,0.053149
2291,0.166081,0.044444,0.044444
2292,0.144000,0.042000,0.042000
2293,0.125881,0.016416,0.016416
2294,0.096000,-0.048000,-0.048000
2295,0.090000,-0.058000,-0.058000
2296,0.098000,-0.066000,-0.066000
2297,0.071792,-0.050253,-0.050253
2298,0.036000,-0.036000,-0.036000
2299,0.082000,-0.056000,-0.056000
2300,0.072000,-0.030000,-0.030000
2301,0.041079,0.032431,0.032431
2302,0.049273,0.023071,0.023071
2303,-0.048812,-0.002832,-0.002832
2304,-0.030000,-0.017373,-0.017373
2305,-0.032596,-0.056280,-0.056280
2306,-0.003273,-0.007071,-0.007071
2307,0.064266,-0.000340,-0.000340
2308,0.076238,-0.032984,-0.032984
2309,0.089661,-0.051990,-0.051990
2310,0.058000,-0.026000,-0.026000
2311,0.092929,0.038384,0.038384
2312,0.084368,0.115872,0.115872
2313,0.088889,0.117172,0.117172
2314,0.116000,0.038000,0.038000
2315,0.088349,-0.012301,-0.012301
2316,0.069394,-0.009515,-0.009515
2317,0.117293,-0.013495,-0.013495
2318,0.131703,-0.014970,-0.014970
2319,0.081267,-0.052911,-0.052911
2320,0.138687,-0.053111,-0.053111
2321,0.150000,-0.078000,-0.078000
2322,0.118812,-0.045545,-0.045545
2323,0.200081,0.040970,0.040970
2324,0.129293,0.068687,0.068687
2325,0.132000,0.054000,0.054000
2326,0.176238,0.037624,0.037624
2327,0.149919,-0.056970,-0.056970
2328,0.188020,-0.147576,-0.147576
2329,0.143861,-0.113980,-0.113980
2330,0.113248,-0.095109,-0.095109
2331,0.142990,-0.016238,-0.016238
2332,0.150000,0.040000,0.040000
2333,0.158416,0.031683,0.031683
2334,0.153919,-0.014202,-0.014202
2335,0.091010,0.040238,0.040238
2336,0.039758,0.008586,0.008586
2337,0.009541,0.034943,0.034943
2338,-0.015919,0.094202,0.094202
2339,0.010000,-0.006000,-0.006000
2340,0.050242,0.003414,0.003414
2341,0.152835,0.020502,0.020502
2342,0.180436,0.005208,0.005208
2343,0.090000,0.006000,0.006000
2344,0.106000,0.028000,0.028000
2345,0.004740,0.032023,0.032023
2346,0.035644,0.000000,0.000000
2347,0.146000,-0.004000,-0.004000
2348,0.148808,-0.009192,-0.009192
2349,0.148606,-0.009172,-0.009172
2350,0.131153,0.021802,0.021802
2351,0.148000,0.088000,0.088000
2352,0.135192,0.009192,0.009192
2353,0.176646,-0.035273,-0.035273
2354,0.155976,-0.043584,-0.043584
2355,0.128000,-0.130000,-0.130000
2356,0.126000,-0.042000,-0.042000
2357,0.086374,-0.021707,-0.021707
2358,0.092509,0.001160,0.001160
2359,0.112531,0.059551,0.059551
2360,0.108505,0.012606,0.012606
2361,0.174232,-0.014657,-0.014657
2362,0.147095,-0.007101,-0.007101
2363,0.117469,-0.031551,-0.031551
2364,0.082828,-0.020202,-0.020202
2365,0.058906,-0.002700,-0.002700
2366,0.120792,-0.003960,-0.003960
2367,0.119366,-0.044020,-0.044020
2368,0.157576,-0.032323,-0.032323
2369,0.189842,-0.065663,-0.065663
2370,0.182845,-0.049566,-0.049566
2371,0.201280,0.012161,0.012161
2372,0.173737,-0.010101,-0.010101
2373,0.139131,0.066343,0.066343
2374,0.087355,0.060864,0.060864
2375,0.034343,0.054545,0.054545
2376,0.047354,0.076020,0.076020
2377,0.041771,0.036245,0.036245
2378,0.059893,0.017944,0.017944
2379,0.080808,0.020202,0.020202
2380,0.130424,0.000747,0.000747
2381,0.093098,-0.008588,-0.008588
2382,0.052303,0.015232,0.015232
2383,0.097430,0.004180,0.004180
2384,0.082828,-0.004040,-0.004040
2385,0.093414,0.016788,0.016788
2386,0.142000,0.022000,0.022000
2387,0.105125,0.022617,0.022617
2388,0.131313,0.056566,0.056566
2389,0.153535,0.054545,0.054545
2390,0.174614,-0.013010,-0.013010
2391,0.164586,0.014926,0.014926
2392,0.131434,0.020727,0.020727
2393,0.076479,-0.010884,-0.010884
2394,0.073386,0.063010,0.063010
2395,0.105586,0.031004,0.031004
2396,0.022101,0.019677,0.019677
2397,0.093218,0.093713,0.093713
2398,0.081069,0.065703,0.065703
2399,0.056386,0.125513,0.125513
2400,0.147899,0.096323,0.096323
2401,0.111111,0.050505,0.050505
2402,0.144931,0.030297,0.030297
2403,0.147089,-0.001129,-0.001129
2404,0.114000,-0.008000,-0.008000
2405,0.110242,-0.026667,-0.026667
2406,0.102000,-0.020000,-0.020000
2407,0.068000,-0.054000,-0.054000
2408,0.080000,-0.038000,-0.038000
2409,0.150364,-0.017778,-0.017778
2410,0.148000,-0.026000,-0.026000
2411,0.201253,-0.050182,-0.050182
2412,0.183354,-0.020020,-0.020020
2413,0.119192,-0.004040,-0.004040
2414,0.068000,0.014000,0.014000
2415,0.040747,0.064182,0.064182
2416,0.058706,0.045585,0.045585
2417,0.072167,0.043204,0.043204
2418,0.124808,0.048768,0.048768
2419,0.106727,-0.003576,-0.003576
2420,0.149941,-0.009564,-0.009564
2421,0.188277,-0.005386,-0.005386
2422,0.169192,-0.034768,-0.034768
2423,0.249273,-0.012424,-0.012424
2424,0.177212,0.008424,0.008424
2425,0.126574,-0.040158,-0.040158
2426,0.058000,-0.052000,-0.052000
2427,-0.012000,-0.014000,-0.014000
2428,0.013441,0.018962,0.018962
2429,-0.007921,0.023762,0.023762
2430,0.078000,0.058000,0.058000
2431,0.084000,0.066000,0.066000
2432,0.115347,0.030614,0.030614
2433,0.117347,0.056396,0.056396
2434,0.074784,-0.004863,-0.004863
2435,0.105010,-0.038436,-0.038436
2436,0.058911,-0.090020,-0.090020
2437,0.058000,-0.098000,-0.098000
2438,0.115216,-0.055137,-0.055137
2439,0.086990,-0.063564,-0.063564
2440,0.124752,-0.023762,-0.023762
2441,0.146566,-0.028303,-0.028303
2442,0.129051,-0.018303,-0.018303
2443,0.149354,-0.004242,-0.004242
2444,0.090337,0.009782,0.009782
2445,0.137374,0.016162,0.016162
2446,0.121212,0.046465,0.046465
2447,0.126646,0.018242,0.018242
2448,0.146707,0.034222,0.034222
2449,0.022061,0.014141,0.014141
2450,-0.002263,-0.038162,-0.038162
2451,0.015228,0.049564,0.049564
2452,0.000000,-0.004040,-0.004040
2453,0.087030,0.032323,0.032323
2454,0.109333,0.094727,0.094727
2455,0.102570,0.023102,0.023102
2456,0.145455,0.028283,0.028283
2457,0.180138,0.058766,0.058766
2458,0.197279,0.021150,0.021150
2459,0.173737,-0.006061,-0.006061
2460,0.165657,0.016162,0.016162
2461,0.136832,-0.043089,-0.043089
2462,0.089388,-0.073878,-0.073878
2463,0.058586,-0.032323,-0.032323
2464,0.020202,-0.030303,-0.030303
2465,-0.023960,-0.020277,-0.020277
2466,-0.012000,-0.030000,-0.030000
2467,0.060606,-0.030303,-0.030303
2468,0.133980,-0.008323,-0.008323
2469,0.199920,0.077328,0.077328
2470,0.228000,0.108000,0.108000
2471,0.166877,0.077268,0.077268
2472,0.130667,0.072970,0.072970
2473,0.092929,-0.026263,-0.026263
2474,0.114495,0.026752,0.026752
2475,0.172396,0.042752,0.042752
2476,0.179333,0.033030,0.033030
2477,0.189899,0.016162,0.016162
2478,0.091505,-0.044752,-0.044752
2479,0.085030,-0.044733,-0.044733
2480,0.064000,-0.074000,-0.074000
2481,0.055212,-0.040949,-0.040949
2482,0.094000,-0.032000,-0.032000
2483,0.008021,-0.008621,-0.008621
2484,-0.010000,-0.034000,-0.034000
2485,-0.015633,-0.060122,-0.060122
2486,-0.023755,-0.090857,-0.090857
2487,0.016949,-0.170646,-0.170646
2488,0.033333,-0.161394,-0.161394
2489,0.091633,-0.177878,-0.177878
2490,0.142301,-0.147042,-0.147042
2491,0.162848,-0.118242,-0.118242
2492,0.179798,-0.094949,-0.094949
2493,0.127374,-0.064485,-0.064485
2494,0.090909,-0.084848,-0.084848
2495,0.045845,-0.051005,-0.051005
2496,0.049245,-0.040904,-0.040904
2497,0.024242,-0.042424,-0.042424
2498,0.040684,-0.012381,-0.012381
2499,0.087129,0.073267,0.073267
2500,0.063366,0.041584,0.041584
2501,0.070707,0.068687,0.068687
2502,0.025983,0.064906,0.064906
2503,0.045444,-0.020469,-0.020469
2504,0.071227,0.031643,0.031643
2505,0.104411,-0.008390,-0.008390
2506,0.139394,0.010101,0.010101
2507,0.059967,0.050732,0.050732
2508,0.096970,0.054545,0.054545
2509,0.071346,0.071016,0.071016
2510,0.062346,0.087369,0.087369
2511,0.104490,0.023202,0.023202
2512,0.048061,-0.004525,-0.004525
2513,0.048485,-0.062626,-0.062626
2514,0.046139,-0.077248,-0.077248
2515,0.074277,-0.027485,-0.027485
2516,0.046889,-0.062141,-0.062141
2517,0.065883,0.036508,0.036508
2518,0.123838,-0.008101,-0.008101
2519,0.046000,-0.076000,-0.076000
2520,0.101010,-0.096970,-0.096970
2521,0.119551,-0.082286,-0.082286
2522,0.071607,-0.069107,-0.069107
2523,0.146949,-0.038909,-0.038909
2524,0.168517,0.008141,0.008141
2525,0.148099,-0.034970,-0.034970
2526,0.148595,-0.088469,-0.088469
2527,0.127499,-0.023377,-0.023377
2528,0.109584,-0.011030,-0.011030
2529,0.101901,-0.023030,-0.023030
2530,0.131313,0.066667,0.066667
2531,0.173591,0.035078,0.035078
2532,0.200000,0.026000,0.026000
2533,0.196889,0.045192,0.045192
2534,0.194646,0.059010,0.059010
2535,0.143354,0.103450,0.103450
2536,0.112198,0.070178,0.070178
2537,0.090909,0.105051,0.105051
2538,0.079804,0.063569,0.063569
2539,0.098606,0.009758,0.009758
2540,0.039802,0.033822,0.033822
2541,0.084202,-0.016242,-0.016242
2542,0.042196,-0.057569,-0.057569
2543,0.073111,-0.062283,-0.062283
2544,0.131515,-0.068525,-0.068525
2545,0.114000,-0.060000,-0.060000
2546,0.120000,-0.066000,-0.066000
2547,0.108889,-0.083717,-0.083717
2548,0.062485,-0.049475,-0.049475
2549,0.044000,0.002000,0.002000
2550,0.084000,0.034000,0.034000
2551,0.098812,0.066455,0.066455
2552,0.120653,0.105960,0.105960
2553,0.128495,0.038119,0.038119
2554,0.078000,0.048000,0.048000
2555,0.049188,0.001545,0.001545
2556,0.075347,-0.047960,-0.047960
2557,0.073505,-0.092119,-0.092119
2558,0.084182,-0.123434,-0.123434
2559,0.066000,-0.098000,-0.098000
2560,0.074000,-0.092000,-0.092000
2561,0.096000,-0.056000,-0.056000
2562,0.123232,-0.024242,-0.024242
2563,0.105394,-0.005475,-0.005475
2564,0.088000,-0.004000,-0.004000
2565,0.035556,0.014545,0.014545
2566,0.062586,0.013677,0.013677
2567,0.052685,-0.026783,-0.026783
2568,0.056283,-0.023636,-0.023636
2569,0.066667,-0.060606,-0.060606
2570,0.109131,-0.039939,-0.039939
2571,0.191921,-0.013743,-0.013743
2572,0.201420,-0.075968,-0.075968
2573,0.249778,-0.003939,-0.003939
2574,0.142869,-0.002061,-0.002061
2575,0.086000,0.018000,0.018000
2576,0.095550,0.092129,0.092129
2577,0.123960,0.056465,0.056465
2578,0.204606,0.038424,0.038424
2579,0.238911,0.001683,0.001683
2580,0.197980,-0.028283,-0.028283
2581,0.153535,-0.058586,-0.058586
2582,0.093849,-0.050345,-0.050345
2583,0.067327,-0.037624,-0.037624
2584,0.078768,-0.012242,-0.012242
2585,0.032323,0.034343,0.034343
2586,0.053465,0.035644,0.035644
2587,0.080328,0.018062,0.018062
2588,0.121529,0.023294,0.023294
2589,0.150182,0.025778,0.025778
2590,0.138614,0.027723,0.027723
2591,0.167677,0.066667,0.066667
2592,0.143137,-0.035294,-0.035294
2593,0.176000,-0.080000,-0.080000
2594,0.157387,-0.084857,-0.084857
2595,0.082688,-0.132253,-0.132253
2596,0.067987,-0.033663,-0.033663
2597,0.063717,-0.020525,-0.020525
2598,0.106078,-0.028588,-0.028588
2599,0.116832,0.019802,0.019802
2600,0.097670,0.037704,0.037704
2601,0.077262,0.062729,0.062729
2602,0.046000,0.084000,0.084000
2603,0.048238,0.055663,0.055663
2604,0.064706,0.037544,0.037544
2605,0.035020,0.001796,0.001796
2606,0.052000,-0.028000,-0.028000
2607,0.024970,0.008303,0.008303
2608,0.040970,-0.003584,-0.003584
2609,0.061455,0.036485,0.036485
2610,0.074000,0.062000,0.062000
2611,0.121398,0.039085,0.039085
2612,0.052099,0.007545,0.007545
2613,0.012121,-0.030303,-0.030303
2614,0.001838,-0.035758,-0.035758
2615,0.005875,-0.043125,-0.043125
2616,0.065901,-0.009545,-0.009545
2617,0.143434,0.030303,0.030303
2618,0.096162,-0.006242,-0.006242
2619,0.055758,-0.024263,-0.024263
2620,0.056871,-0.014218,-0.014218
2621,0.022990,-0.022485,-0.022485
2622,-0.004752,-0.021960,-0.021960
2623,0.008000,-0.048000,-0.048000
2624,-0.001760,-0.046025,-0.046025
2625,-0.002788,-0.068424,-0.068424
2626,0.078288,-0.024322,-0.024322
2627,0.154424,0.033879,0.033879
2628,0.172889,0.004242,0.004242
2629,0.186631,-0.012478,-0.012478
2630,0.121212,-0.024242,-0.024242
2631,0.121576,-0.019879,-0.019879
2632,0.065495,-0.052727,-0.052727
